#{"t_start": 1744304959.7401228, "env_id": "None"}
r,l,t--1255.275305,215,2.233733
-952.138559,180,2.261742
-951.066963,183,2.290088
-953.015624,184,2.31856
-957.120912,185,2.346964
-1200.860364,219,4.705259
-948.348841,184,4.732673
-953.260936,184,4.760128
-1246.336515,215,4.792153
-957.150165,186,4.820235
-947.090549,185,7.581764
-1004.905333,187,7.610979
-957.792723,186,7.639775
-1242.674217,216,7.672899
-1227.045366,216,7.706171
-927.285229,212,17.196512
-1164.733257,227,17.229812
-947.5341,187,17.257114
-1234.089551,218,17.288889
-964.865341,189,17.316538
-1203.764476,223,19.804466
-961.708947,188,19.833648
-961.719694,188,19.862381
-916.749212,212,19.893631
-865.249325,187,19.921151
-959.908563,188,22.027793
-1198.48292,223,22.060449
-1198.964641,223,22.09311
-851.444741,186,22.120244
-937.10095,188,22.14784
-1012.817257,183,24.626995
-955.92315,186,24.655884
-796.199643,183,24.68415
-1288.599239,217,24.717791
-925.809941,212,24.750591
-941.489879,187,26.910279
-956.957593,187,26.937889
-1202.607264,219,26.970142
-1028.764089,183,26.997075
-901.674735,189,27.024965
-931.758288,213,35.797924
-1206.147738,216,35.829945
-1246.002503,217,35.862005
-1259.890198,216,35.893897
-950.307225,187,35.921694
-947.520023,188,38.423891
-925.37496,188,38.453549
-940.297369,188,38.483245
-822.209543,184,38.510355
-1030.74716,184,38.537476
-1029.340898,186,40.768591
-1267.46456,218,40.804939
-1195.793911,219,40.841237
-930.263899,213,40.87469
-1193.527,220,40.912253
-952.967289,187,43.597345
-940.402244,182,43.624625
-1273.006927,217,43.657654
-1268.077226,217,43.691812
-943.41401,185,43.720966
-941.462954,181,52.655489
-1324.912431,219,52.687786
-1018.224298,218,52.719729
-941.934887,183,52.746483
-1259.948713,217,52.778466
-954.02414,186,55.257733
-951.028821,186,55.286601
-1189.969124,218,55.32027
-950.283356,186,55.347916
-950.673313,186,55.375417
-1009.969228,183,57.513638
-1325.66804,219,57.546126
-996.783864,184,57.573372
-1186.273332,220,57.605719
-1184.680957,222,57.638691
-1190.446608,217,60.100795
-952.528413,186,60.129745
-944.946519,182,60.157794
-1198.976876,215,60.190886
-1189.993884,217,60.224162
-950.946525,185,69.095621
-945.956746,182,69.123491
-939.901361,210,69.15523
-954.299562,185,69.183043
-950.384877,180,69.209909
-946.567452,180,71.409748
-1332.211401,219,71.442712
-1400.959345,223,71.476316
-1353.277851,220,71.508902
-1179.829492,218,71.541066
-949.255214,182,74.056119
-1357.456526,220,74.089558
-1375.385302,221,74.122623
-1383.635268,223,74.156081
-1383.43997,223,74.189294
-1322.47486,221,76.366254
-947.193597,183,76.393329
-1205.429583,214,76.425698
-969.644478,185,76.454378
-950.204745,184,76.482135
-1030.185019,186,85.790648
-1218.379575,216,85.82398
-974.752504,185,85.852048
-1366.549864,220,85.885734
-1018.285185,182,85.912766
-1189.973298,221,88.063202
-948.3896,183,88.090165
-950.378187,181,88.116743
-949.202969,183,88.14371
-1323.78044,218,88.175738
-1327.2479,219,90.805431
-951.196066,179,90.832828
-1258.557362,215,90.86594
-948.963368,182,90.893715
-1193.50088,219,90.926048
-1011.58425,189,93.089533
-905.351624,214,93.12067
-968.81885,187,93.148106
-941.091619,186,93.175251
-944.559296,184,93.202166
-945.874842,186,102.487765
-1206.359353,217,102.521288
-1303.39953,218,102.554846
-951.343844,186,102.583435
-1186.515205,221,102.617369
-1221.024751,216,104.775214
-926.461561,203,104.805371
-946.732065,185,104.832942
-941.082621,186,104.861887
-1245.446298,215,104.895368
-929.737447,203,107.079873
-1313.389856,218,107.112002
-1190.847068,217,107.144377
-908.586076,205,107.175035
-929.514668,212,107.206383
-1189.794379,223,109.785317
-1247.794596,215,109.81707
-1191.367661,220,109.849412
-1194.239273,217,109.881359
-1218.880364,216,109.912938
-902.37648,213,112.076252
-950.664806,213,112.108362
-1211.277613,216,112.140367
-1231.879992,216,112.172917
-1196.66887,217,112.204955
-933.463349,188,121.192536
-968.503393,214,121.225405
-823.021187,185,121.25241
-912.58812,212,121.283505
-1103.037268,215,121.314878
-741.612639,179,123.448746
-925.585753,212,123.479786
-987.83595,186,123.50711
-857.029273,187,123.534908
-915.840524,212,123.566372
-899.371374,213,126.05939
-960.900008,189,126.088254
-1047.285716,217,126.121297
-983.10467,215,126.154085
-1217.075083,217,126.18593
-652.064082,174,128.322914
-937.265165,189,128.35146
-677.595125,175,128.377027
-934.71136,189,128.404712
-661.536544,174,128.429953
-898.058777,212,137.237684
-761.193352,180,137.265821
-968.839785,213,137.298248
-660.767972,174,137.324767
-936.632547,189,137.353823
-642.344296,174,139.502346
-895.603378,188,139.530276
-957.510133,214,139.561691
-750.695876,174,139.58725
-641.968669,174,139.612909
-895.087771,214,141.734517
-905.504292,215,141.766226
-625.988883,173,141.791624
-754.970921,179,141.818152
-621.290088,173,141.843553
-843.97996,218,144.392461
-913.238457,213,144.425177
-736.324628,174,144.453156
-856.995533,216,144.487742
-844.961885,218,144.522139
-908.588921,217,152.9388
-858.561081,216,152.970484
-744.828554,175,152.996125
-728.811869,174,153.021702
-887.092813,187,153.049314
-862.448354,217,155.566095
-906.567858,214,155.59896
-722.06293,177,155.625487
-910.955902,214,155.657175
-792.445434,179,155.683381
-846.28995,220,157.8106
-904.374375,216,157.844335
-716.059645,175,157.871081
-624.764434,173,157.896892
-700.217137,176,157.922988
-729.661507,174,160.573185
-856.390948,217,160.607569
-881.214384,219,160.640981
-902.149496,221,160.674805
-631.925329,173,160.7008
-721.285442,177,169.496552
-904.652088,217,169.530342
-853.346896,218,169.564714
-885.167864,217,169.598677
-857.940633,217,169.631918
-729.158617,174,171.761356
-752.272305,179,171.787779
-903.646393,221,171.82014
-618.348442,173,171.845237
-898.373596,218,171.876974
-837.043126,221,174.336557
-891.768602,221,174.368967
-664.259668,174,174.394599
-716.896403,173,174.420036
-894.536987,223,174.452766
-715.213718,174,176.559006
-912.292124,226,176.591996
-702.299903,177,176.617731
-712.923992,174,176.64324
-840.186353,224,176.676007
-908.007115,227,185.640924
-647.837307,174,185.666306
-738.568273,178,185.692453
-627.495462,173,185.717771
-864.707251,224,185.750697
-787.636154,179,187.869664
-865.205133,218,187.901429
-714.640066,174,187.926832
-660.872083,174,187.952149
-883.820194,229,187.985521
-703.366929,175,190.461203
-741.216143,179,190.488518
-884.6314,227,190.523013
-712.624371,177,190.549021
-917.560929,223,190.581645
-884.185141,225,192.737385
-884.070417,225,192.770391
-865.986476,185,192.797514
-730.837869,174,192.823071
-712.840232,177,192.848962
-890.057356,225,201.795564
-951.47224,187,201.824333
-755.754872,176,201.851252
-946.623346,212,201.883753
-891.914332,224,201.917906
-891.182554,224,204.073694
-908.822473,213,204.104942
-905.693908,226,204.137996
-897.242721,225,204.170884
-890.469309,224,204.203653
-895.385787,225,206.333966
-885.01953,225,206.367269
-940.604725,215,206.399197
-823.018285,185,206.426353
-805.366784,180,206.45275
-881.032977,228,208.948246
-880.204331,230,208.982612
-887.234993,188,209.010007
-936.72305,189,209.037591
-947.343663,189,209.065176
-955.676067,189,217.802437
-875.769381,231,217.836437
-875.485867,232,217.870355
-852.252774,184,217.89716
-698.119965,175,217.922635
-688.211783,178,220.401798
-934.862687,221,220.435649
-263.281705,198,220.464796
-876.989062,231,220.498598
-879.304548,232,220.532722
-600.944568,218,222.665701
-721.912401,174,222.691092
-876.8647,186,222.718336
-935.373412,223,222.751215
-871.613077,231,222.784889
-896.954688,187,225.300776
-948.317236,216,225.334287
-706.129986,175,225.361516
-883.222739,186,225.389873
-941.17331,189,225.417773
-770.140805,177,234.158143
-723.588103,174,234.183996
-729.600064,174,234.209633
-734.970603,174,234.235306
-966.838734,189,234.263053
-864.245485,231,236.735526
-855.237605,184,236.764027
-522.744376,212,236.797025
-652.827419,222,236.831352
-919.630916,188,236.860294
-406.953096,204,238.983978
-852.675549,232,239.018154
-395.764715,203,239.047905
-716.918642,174,239.073502
-716.927145,174,239.098954
-943.012103,216,241.21319
-947.440211,188,241.241267
-540.783383,214,241.272559
-839.21811,233,241.306588
-775.961498,177,241.332375
-780.726145,178,250.258774
-328.488963,199,250.288265
-780.73176,178,250.314627
-935.448381,216,250.346429
-702.595601,226,250.379371
-414.846815,203,252.538205
-703.813485,175,252.564101
-232.055388,197,252.593219
-753.258907,176,252.619438
-708.768461,173,252.645162
-248.79588,197,255.191872
-331.421082,199,255.2226
-193.916646,197,255.25197
-141.919192,197,255.280728
-666.483462,174,255.306325
-695.996124,174,257.427291
-713.122045,174,257.453582
-679.473329,182,257.480408
-651.531519,174,257.505922
-71.502153,198,257.534974
